イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,665,9,T:System.Web.Mvc.HttpDeleteAttribute,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,654,9,M:System.Web.Mvc.HttpDeleteAttribute.#ctor,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,654,9,T:System.Web.Mvc.HttpDeleteAttribute,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,643,9,M:System.Web.Mvc.HttpDeleteAttribute.#ctor,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,643,9,T:System.Web.Mvc.HttpDeleteAttribute,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,632,9,M:System.Web.Mvc.HttpDeleteAttribute.#ctor,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,632,9,T:System.Web.Mvc.HttpDeleteAttribute,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,621,9,M:System.Web.Mvc.HttpDeleteAttribute.#ctor,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,621,9,T:System.Web.Mvc.HttpDeleteAttribute,,,,,HttpDelete
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,610,9,M:System.Web.Mvc.HttpPutAttribute.#ctor,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,610,9,T:System.Web.Mvc.HttpPutAttribute,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,599,9,M:System.Web.Mvc.HttpPutAttribute.#ctor,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,599,9,T:System.Web.Mvc.HttpPutAttribute,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,588,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,588,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,577,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,577,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,566,9,M:System.Web.Mvc.HttpPutAttribute.#ctor,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,566,9,T:System.Web.Mvc.HttpPutAttribute,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,555,9,M:System.Web.Mvc.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,555,9,T:System.Web.Mvc.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,544,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,544,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,533,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,533,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,522,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,522,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,511,9,M:System.Web.Mvc.HttpPutAttribute.#ctor,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,511,9,T:System.Web.Mvc.HttpPutAttribute,,,,,HttpPut
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,500,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,500,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,489,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,489,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,478,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,478,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,467,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,467,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,456,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,456,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,445,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,445,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,434,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,434,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,423,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,423,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,412,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,412,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,401,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,401,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,390,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,390,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,379,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult SelectSearchDropDown(long id = 0)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,379,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,379,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,387,12,T:System.Web.Mvc.ContentResult,,,,,return Content(json);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,387,12,M:System.Web.Mvc.Controller.Content(System.String),,,,,return Content(json);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,368,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult SearchDropDown(long id = 0)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,368,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,368,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,376,12,T:System.Web.Mvc.ContentResult,,,,,return Content(json);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,376,12,M:System.Web.Mvc.Controller.Content(System.String),,,,,return Content(json);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,351,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult Search()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,351,9,M:System.Web.Mvc.AcceptVerbsAttribute.#ctor(System.Web.Mvc.HttpVerbs),,,,,AcceptVerbs(HttpVerbs.Get | HttpVerbs.Post)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,351,9,T:System.Web.Mvc.AcceptVerbsAttribute,,,,,AcceptVerbs(HttpVerbs.Get | HttpVerbs.Post)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,364,16,T:System.Web.Mvc.ContentResult,,,,,return Content(htmlOrJson);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,364,16,M:System.Web.Mvc.Controller.Content(System.String),,,,,return Content(htmlOrJson);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,360,16,T:System.Web.Mvc.ViewResult,,,,,return View();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,360,16,M:System.Web.Mvc.Controller.View,,,,,return View();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,359,16,P:System.Web.Mvc.ControllerBase.ViewBag,,,,,ViewBag.HtmlBody = htmlOrJson;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,357,12,T:System.Web.HttpRequestBase,,,,,if (!Request.IsAjaxRequest())             {                 ViewBag.HtmlBody = htmlOrJson;                 return View();             }             else             {                 return Content(htmlOrJson);             }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,357,12,P:System.Web.Mvc.Controller.Request,,,,,if (!Request.IsAjaxRequest())             {                 ViewBag.HtmlBody = htmlOrJson;                 return View();             }             else             {                 return Content(htmlOrJson);             }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,357,12,T:System.Web.Mvc.AjaxRequestExtensions,,,,,if (!Request.IsAjaxRequest())             {                 ViewBag.HtmlBody = htmlOrJson;                 return View();             }             else             {                 return Content(htmlOrJson);             }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,357,12,M:System.Web.Mvc.AjaxRequestExtensions.IsAjaxRequest(System.Web.HttpRequestBase),,,,,if (!Request.IsAjaxRequest())             {                 ViewBag.HtmlBody = htmlOrJson;                 return View();             }             else             {                 return Content(htmlOrJson);             }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,340,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult ExportCrosstab(long id)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,340,9,M:System.Web.Mvc.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,340,9,T:System.Web.Mvc.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,345,12,T:System.Web.Mvc.FileContentResult,,,,,"var responseFile = controller.ExportCrosstab(                 context: context,                 id: id);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,329,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,329,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,318,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult Export(long id)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,318,9,M:System.Web.Mvc.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,318,9,T:System.Web.Mvc.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,323,12,T:System.Web.Mvc.FileContentResult,,,,,"var responseFile = controller.Export(                 context: context,                 id: id);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,307,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,307,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,296,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,296,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,285,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,285,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,274,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,274,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,263,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,263,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,251,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter.NetFramework\Implem.Pleasanter.NetFramework.csproj,File,Implem.Pleasanter.NetFramework\Controllers\ItemsController.cs,251,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
