イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_ItemsController.cs,8,8,T:System.Web.Mvc.ContentResult,,,,,"public ContentResult Get(Context context, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_ItemsController.cs,14,12,P:System.Web.Mvc.ContentResult.Content,,,,,"log.Finish(context: context, responseSize: result.Content.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_ItemsController.cs,11,12,T:System.Web.Mvc.ContentResult,,,,,"var result = context.Authenticated                 ? new ItemModel(context: context, referenceId: id).GetByApi(context: context)                 : ApiResults.Unauthorized(context: context);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_ItemsController.cs,11,12,T:System.Web.Mvc.ContentResult,,,,,"var result = context.Authenticated                 ? new ItemModel(context: context, referenceId: id).GetByApi(context: context)                 : ApiResults.Unauthorized(context: context);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_DeptsController.cs,8,8,T:System.Web.Mvc.ContentResult,,,,,public ContentResult Get(Context context)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_DeptsController.cs,14,12,P:System.Web.Mvc.ContentResult.Content,,,,,"log.Finish(context: context, responseSize: result.Content.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_DeptsController.cs,11,12,T:System.Web.Mvc.ContentResult,,,,,var result = context.Authenticated                 ? new DeptModel().GetByApi(context: context)                 : ApiResults.Unauthorized(context: context);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_DeptsController.cs,11,12,T:System.Web.Mvc.ContentResult,,,,,var result = context.Authenticated                 ? new DeptModel().GetByApi(context: context)                 : ApiResults.Unauthorized(context: context);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_GroupsController.cs,8,8,T:System.Web.Mvc.ContentResult,,,,,public ContentResult Get(Context context)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_GroupsController.cs,14,12,P:System.Web.Mvc.ContentResult.Content,,,,,"log.Finish(context: context, responseSize: result.Content.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_GroupsController.cs,11,12,T:System.Web.Mvc.ContentResult,,,,,var result = context.Authenticated                 ? new GroupModel().GetByApi(context: context)                 : ApiResults.Unauthorized(context: context);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\Api_GroupsController.cs,11,12,T:System.Web.Mvc.ContentResult,,,,,var result = context.Authenticated                 ? new GroupModel().GetByApi(context: context)                 : ApiResults.Unauthorized(context: context);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,155,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult ShowTemp(Context context, string reference, string guid)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,159,12,P:System.Web.Mvc.FileContentResult.FileContents,,,,,"log.Finish(context: context, responseSize: file?.FileContents.Length ?? 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,158,12,T:System.Web.Mvc.FileContentResult,,,,,"var file = BinaryUtilities.DownloadTemp(context: context, guid: guid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,147,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult Show(Context context, string reference, string guid)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,151,12,P:System.Web.Mvc.FileContentResult.FileContents,,,,,"log.Finish(context: context, responseSize: file?.FileContents.Length ?? 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,150,12,T:System.Web.Mvc.FileContentResult,,,,,"var file = BinaryUtilities.Donwload(context: context, guid: guid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,139,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult DownloadTemp(Context context, string reference, string guid)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,143,12,P:System.Web.Mvc.FileContentResult.FileContents,,,,,"log.Finish(context: context, responseSize: file?.FileContents.Length ?? 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,142,12,T:System.Web.Mvc.FileContentResult,,,,,"var file = BinaryUtilities.DownloadTemp(context: context, guid: guid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,131,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult Download(Context context, string reference, string guid)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,135,12,P:System.Web.Mvc.FileContentResult.FileContents,,,,,"log.Finish(context: context, responseSize: file?.FileContents.Length ?? 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,134,12,T:System.Web.Mvc.FileContentResult,,,,,"var file = BinaryUtilities.Donwload(context: context, guid: guid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,41,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult TenantImageLogo(Context context)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,52,12,T:System.Web.Mvc.FileContentResult,,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,52,12,"M:System.Web.Mvc.FileContentResult.#ctor(System.Byte[],System.String)",,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,26,8,T:System.Web.Mvc.ActionResult,,,,,"public ActionResult SiteImageIcon(Context context, string reference, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,33,16,T:System.Web.Mvc.FileContentResult,,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,33,16,"M:System.Web.Mvc.FileContentResult.#ctor(System.Byte[],System.String)",,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,11,8,T:System.Web.Mvc.ActionResult,,,,,"public ActionResult SiteImageThumbnail(Context context, string reference, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,18,16,T:System.Web.Mvc.FileContentResult,,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\BinariesController.cs,18,16,"M:System.Web.Mvc.FileContentResult.#ctor(System.Byte[],System.String)",,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,60,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult Show(Context context, string guid)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,64,12,P:System.Web.Mvc.FileContentResult.FileContents,,,,,"log.Finish(context: context, responseSize: file?.FileContents.Length ?? 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,63,12,T:System.Web.Mvc.FileContentResult,,,,,"var file = BinaryUtilities.Donwload(context: context, guid: guid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,52,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult Download(Context context, string guid)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,56,12,P:System.Web.Mvc.FileContentResult.FileContents,,,,,"log.Finish(context: context, responseSize: file?.FileContents.Length ?? 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,55,12,T:System.Web.Mvc.FileContentResult,,,,,"var file = BinaryUtilities.Donwload(context: context, guid: guid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,38,8,T:System.Web.Mvc.FileContentResult,,,,,public FileContentResult TenantImageLogo(Context context)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,49,12,T:System.Web.Mvc.FileContentResult,,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,49,12,"M:System.Web.Mvc.FileContentResult.#ctor(System.Byte[],System.String)",,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,23,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult SiteImageIcon(Context context, string reference, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,30,16,T:System.Web.Mvc.FileContentResult,,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,30,16,"M:System.Web.Mvc.FileContentResult.#ctor(System.Byte[],System.String)",,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,8,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult SiteImageThumbnail(Context context, string reference, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,15,16,T:System.Web.Mvc.FileContentResult,,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\PublishBinariesController.cs,15,16,"M:System.Web.Mvc.FileContentResult.#ctor(System.Byte[],System.String)",,,,,"return new FileContentResult(bytes, ""image/png"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\UsersController.cs,187,8,T:System.Web.Mvc.FileContentResult,,,,,public FileContentResult Export(Context context)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\UsersController.cs,196,16,T:System.Web.Mvc.FileContentResult,,,,,return responseFile.ToFile();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,922,8,T:System.Web.Mvc.ContentResult,,,,,"public ContentResult Get(Context context, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,929,12,P:System.Web.Mvc.ContentResult.Content,,,,,"log.Finish(context: context, responseSize: result.Content.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,925,12,T:System.Web.Mvc.ContentResult,,,,,"var result = new ItemModel(context: context, referenceId: id)                 .GetByApi(                     context: context,                     internalRequest: true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,687,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult ExportSitePackage(Context context, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,687,9,M:System.Web.Mvc.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,687,9,T:System.Web.Mvc.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,700,16,T:System.Web.Mvc.FileContentResult,,,,,return responseFile.ToFile();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,673,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,673,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,659,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,659,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,647,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,647,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,388,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,388,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,312,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult ExportCrosstab(Context context, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,319,16,T:System.Web.Mvc.FileContentResult,,,,,return responseFile.ToFile();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,288,8,T:System.Web.Mvc.FileContentResult,,,,,"public FileContentResult Export(Context context, long id)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Controllers\ItemsController.cs,295,16,T:System.Web.Mvc.FileContentResult,,,,,return responseFile.ToFile();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,4007,8,T:System.Web.Mvc.ContentResult,,,,,"public static System.Web.Mvc.ContentResult ExportByApi(             Context context, SiteSettings ss, SiteModel siteModel)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,4041,16,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Get(                     statusCode: 200,                     limitPerDate: Parameters.Api.LimitPerSite,                     limitRemaining: Parameters.Api.LimitPerSite - ss.ApiCount,                     response: new                     {                         Name = ExportUtilities.FileName(                             context: context,                             title: ss.Title,                             name: export.Name,                             extension: export.Type.ToString()),                         Content = content                     });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,4027,16,T:System.Web.Mvc.ContentResult,,,,,return ApiResults.Get(ApiResponses.BadRequest(context: context));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,4020,25,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                     context: context,                     errorData: invalid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2848,8,T:System.Web.Mvc.ContentResult,,,,,"public static System.Web.Mvc.ContentResult DeleteByApi(             Context context, SiteSettings ss, long resultId)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2890,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                         context: context,                         errorData: errorData);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2882,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Success(                         id: resultModel.ResultId,                         limitPerDate: Parameters.Api.LimitPerSite,                         limitRemaining: Parameters.Api.LimitPerSite - ss.ApiCount,                         message: Displays.Deleted(                             context: context,                             data: resultModel.Title.DisplayValue));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2868,25,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                     context: context,                     errorData: invalid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2858,16,T:System.Web.Mvc.ContentResult,,,,,return ApiResults.Get(ApiResponses.NotFound(context: context));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2609,8,T:System.Web.Mvc.ContentResult,,,,,"public static System.Web.Mvc.ContentResult UpdateByApi(             Context context, SiteSettings ss, long resultId)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2663,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                         context: context,                         errorData: errorData);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2656,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                         context: context,                         errorData: errorData,                         data: ss.GetColumn(                             context: context,                             columnName: errorData.ColumnName)?.LabelText);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2648,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Success(                         resultModel.ResultId,                         limitPerDate: Parameters.Api.LimitPerSite,                         limitRemaining: Parameters.Api.LimitPerSite - ss.ApiCount,                         message: Displays.Updated(                             context: context,                             data: resultModel.Title.DisplayValue));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2629,25,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                     context: context,                     errorData: invalid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,2619,16,T:System.Web.Mvc.ContentResult,,,,,return ApiResults.Get(ApiResponses.NotFound(context: context));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1941,8,T:System.Web.Mvc.ContentResult,,,,,"public static System.Web.Mvc.ContentResult CreateByApi(Context context, SiteSettings ss)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1991,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                         context: context,                         errorData: errorData);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1984,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                         context: context,                         errorData: errorData,                         data: ss.GetColumn(                             context: context,                             columnName: errorData.ColumnName)?.LabelText);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1976,20,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Success(                         id: resultModel.ResultId,                         limitPerDate: Parameters.Api.LimitPerSite,                         limitRemaining: Parameters.Api.LimitPerSite - ss.ApiCount,                         message: Displays.Created(                             context: context,                             data: resultModel.Title.DisplayValue));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1962,25,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                     context: context,                     errorData: invalid);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1945,16,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                     context: context,                     errorData: new ErrorData(type: Error.Types.ItemsLimit));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1850,8,T:System.Web.Mvc.ContentResult,,,,,"public static System.Web.Mvc.ContentResult GetByApi(             Context context, SiteSettings ss, long resultId, bool internalRequest)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1878,12,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Get(                 statusCode: 200,                 limitPerDate: Parameters.Api.LimitPerSite,                 limitRemaining: Parameters.Api.LimitPerSite - ss.ApiCount,                 response: new                 {                     Data = resultModel.GetByApi(                         context: context,                         ss: ss).ToSingleList()                 });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Implem.Pleasanter\Implem.Pleasanter.csproj,File,Implem.Pleasanter\Models\Results\ResultUtilities.cs,1870,25,T:System.Web.Mvc.ContentResult,,,,,"return ApiResults.Error(                     context: context,                     errorData: invalid);"
